filename,width,height,class,xmin,ymin,xmax,ymax
IMG_8556.JPG,3024,4032,10000,573,1689,2683,2832
IMG_8371.JPG,4032,3024,50000,1348,1114,3072,2398
IMG_8529.JPG,3024,4032,5000,354,1566,2768,2956
IMG_8199.JPG,4032,3024,1000,1692,910,3012,2078
IMG_8523.JPG,3024,4032,5000,83,1470,2430,3747
IMG_8379.JPG,4032,3024,50000,1696,1202,2648,2062
IMG_8356.JPG,4032,3024,50000,1736,706,2564,2450
IMG_8620.JPG,3024,4032,1000,792,1499,2587,2647
IMG_8459.JPG,4032,3024,50000,1844,1018,2388,2038
IMG_8664.JPG,3024,4032,50000,1406,1104,2387,3289
IMG_8184.JPG,3024,4032,1000,768,1223,2564,2832
IMG_8622.JPG,3024,4032,10000,1211,1389,2264,3732
IMG_8696.JPG,3024,4032,1000,1273,1385,2583,3366
IMG_8262.JPG,4032,3024,10000,1664,742,2336,2106
IMG_8723.JPG,3024,4032,5000,626,1680,1626,3789
IMG_8422.JPG,4032,3024,50000,1892,558,2816,1698
IMG_8311.JPG,4032,3024,10000,1748,886,2736,2002
IMG_8374.JPG,4032,3024,50000,1384,642,2904,1634
IMG_8475.JPG,4032,3024,1000,1500,814,2772,2598
IMG_8475.JPG,4032,3024,1000,3016,1,3928,646
IMG_8377.JPG,4032,3024,50000,1888,706,3132,2198
IMG_8750.JPG,3024,4032,10000,573,1637,2726,2189
IMG_8714.JPG,3024,4032,1000,673,1423,1821,3413
IMG_8302.JPG,4032,3024,10000,1400,654,3192,2122
IMG_8540.JPG,4032,3024,10000,844,1122,2132,1646
IMG_8540.JPG,4032,3024,10000,2264,1114,3592,1902
IMG_8540.JPG,4032,3024,10000,1580,1618,3124,2478
IMG_8439.JPG,4032,3024,50000,1680,1194,2884,1822
IMG_8202.JPG,4032,3024,1000,1604,1030,2756,1538
IMG_8595.JPG,4032,3024,50000,1236,698,2488,1650
IMG_8724.JPG,3024,4032,1000,854,1147,1778,3294
IMG_8243.JPG,4032,3024,5000,1464,750,2600,2542
IMG_8678.JPG,3024,4032,50000,864,1547,2806,2827
IMG_8570.JPG,4032,3024,50000,1320,922,2508,2074
IMG_8503.JPG,3024,4032,1000,430,1618,2845,2613
IMG_8544.JPG,4032,3024,10000,1072,370,2668,1518
IMG_8544.JPG,4032,3024,10000,1800,890,2608,2266
IMG_8215.JPG,4032,3024,5000,1056,922,3356,1490
IMG_8261.JPG,4032,3024,10000,1444,874,2728,1670
IMG_8161.JPG,4032,3024,1000,732,669,3488,1342
IMG_8742.JPG,3024,4032,5000,526,1666,1764,3437
IMG_8249.JPG,4032,3024,5000,1468,754,2756,1546
IMG_8249.JPG,4032,3024,5000,1664,1530,3064,2814
IMG_8249.JPG,4032,3024,5000,524,602,1380,1638
IMG_8653.JPG,3024,4032,5000,797,1556,2526,3670
IMG_8270.JPG,4032,3024,10000,1016,1114,3240,1718
IMG_8519.JPG,3024,4032,5000,340,1437,2687,2975
IMG_8238.JPG,4032,3024,5000,1028,1122,3172,2170
IMG_8543.JPG,4032,3024,10000,1628,726,3188,2190
IMG_8433.JPG,4032,3024,50000,1504,922,2832,2098
IMG_8309.JPG,4032,3024,10000,1836,922,2708,1982
IMG_8718.JPG,3024,4032,1000,492,1356,1878,3447
IMG_8403.JPG,4032,3024,50000,1416,754,2580,2726
IMG_8230.JPG,4032,3024,5000,1920,770,2544,1742
IMG_8476.JPG,4032,3024,1000,1164,846,3460,1998
IMG_8281.JPG,4032,3024,10000,1640,778,2676,2258
IMG_8613.JPG,4032,3024,5000,1176,1478,1908,2366
IMG_8613.JPG,4032,3024,1000,688,146,1512,1006
IMG_8613.JPG,4032,3024,1000,3028,1694,3860,2690
IMG_8613.JPG,4032,3024,1000,868,1570,1696,2554
IMG_8613.JPG,4032,3024,5000,496,1746,1352,2814
IMG_8613.JPG,4032,3024,10000,1984,1206,2644,2222
IMG_8613.JPG,4032,3024,10000,2388,1058,2864,2010
IMG_8613.JPG,4032,3024,5000,1076,318,1940,1130
IMG_8613.JPG,4032,3024,10000,2480,1166,3392,2174
IMG_8613.JPG,4032,3024,50000,1256,502,2168,1194
IMG_8207.JPG,4032,3024,5000,980,942,3284,1846
IMG_8160.JPG,4032,3024,1000,449,603,3877,1786
IMG_8316.JPG,3024,4032,10000,949,1532,1849,2523
IMG_8440.JPG,4032,3024,50000,1924,1134,2628,2198
IMG_8537.JPG,4032,3024,10000,2172,1534,3224,2566
IMG_8537.JPG,4032,3024,10000,2052,982,3096,1438
IMG_8537.JPG,4032,3024,10000,1744,546,2504,802
IMG_8178.JPG,4032,3024,1000,668,554,3464,2218
IMG_8358.JPG,4032,3024,50000,1568,642,2844,1958
IMG_8640.JPG,3024,4032,10000,897,1447,2178,3437
IMG_8731.JPG,3024,4032,5000,716,1661,1716,3561
IMG_8588.JPG,4032,3024,50000,2696,1250,3728,1834
IMG_8486.JPG,4032,3024,1000,1028,774,2680,2406
IMG_8518.JPG,3024,4032,5000,135,1327,2497,2542
IMG_8617.JPG,3024,4032,1000,1483,1513,2345,3599
IMG_8548.JPG,3024,4032,10000,121,1504,2587,3070
IMG_8562.JPG,3024,4032,10000,959,1461,2297,2918
IMG_8482.JPG,4032,3024,1000,1204,838,3224,1822
IMG_8408.JPG,4032,3024,50000,1220,782,3104,1994
IMG_8347.JPG,4032,3024,50000,1432,726,2664,1526
IMG_8390.JPG,4032,3024,50000,1416,586,2672,1922
IMG_8390.JPG,4032,3024,1000,176,1,900,130
IMG_8579.JPG,4032,3024,50000,1260,822,2780,2814
IMG_8761.JPG,3024,4032,10000,845,1361,1835,3061
IMG_8668.JPG,3024,4032,50000,1211,1423,2245,3680
IMG_8360.JPG,4032,3024,50000,1684,882,2852,2446
IMG_8504.JPG,3024,4032,1000,54,1647,2521,3023
IMG_8401.JPG,4032,3024,50000,988,454,3620,1866
IMG_8607.JPG,4032,3024,1000,1379,1687,2217,2058
IMG_8607.JPG,4032,3024,1000,2708,1691,3439,2525
IMG_8607.JPG,4032,3024,1000,2086,556,2797,940
IMG_8607.JPG,4032,3024,1000,1617,338,2275,736
IMG_8607.JPG,4032,3024,5000,1110,511,1803,864
IMG_8607.JPG,4032,3024,5000,752,376,1383,825
IMG_8607.JPG,4032,3024,5000,2577,982,3234,1471
IMG_8607.JPG,4032,3024,10000,2337,1325,3186,1895
IMG_8607.JPG,4032,3024,10000,1648,895,2292,1562
IMG_8607.JPG,4032,3024,50000,1999,1015,2648,1735
IMG_8426.JPG,4032,3024,50000,1716,902,2488,2022
IMG_8214.JPG,4032,3024,5000,1236,750,3548,1590
IMG_8615.JPG,3024,4032,1000,883,1723,2678,2751
IMG_8206.JPG,3024,4032,5000,1211,1270,2026,3280
IMG_8511.JPG,4032,3024,5000,2424,1414,3584,2022
IMG_8511.JPG,4032,3024,5000,560,1050,1580,1554
IMG_8511.JPG,4032,3024,5000,1836,1110,2684,1538
IMG_8313.JPG,4032,3024,10000,1696,1194,2808,1818
IMG_8741.JPG,3024,4032,5000,592,1737,1864,3851
IMG_8171.JPG,4032,3024,1000,988,997,3404,1564
IMG_8287.JPG,4032,3024,10000,1216,994,2876,2186
IMG_8454.JPG,4032,3024,50000,1396,1190,2628,1838
IMG_8672.JPG,3024,4032,50000,887,1270,2287,3242
IMG_8708.JPG,3024,4032,1000,826,1423,1849,3447
IMG_8559.JPG,3024,4032,10000,1297,1323,2345,2427
IMG_8542.JPG,4032,3024,10000,528,1018,2096,2002
IMG_8542.JPG,4032,3024,10000,1652,582,2768,1846
IMG_8315.JPG,3024,4032,10000,906,1570,2078,2542
IMG_8253.JPG,3024,4032,10000,1187,989,2106,3456
IMG_8634.JPG,3024,4032,10000,1102,1856,2578,3466
IMG_8329.JPG,4032,3024,10000,1616,190,3232,1890
IMG_8389.JPG,4032,3024,50000,1432,706,2724,1990
IMG_8655.JPG,3024,4032,5000,1154,1213,2487,3232
IMG_8564.JPG,4032,3024,50000,1044,366,2920,2426
IMG_8721.JPG,3024,4032,1000,1068,989,2349,3618
IMG_8747.JPG,3024,4032,10000,935,1451,2016,3770
IMG_8563.JPG,4032,3024,50000,1364,538,2864,2598
IMG_8251.JPG,3024,4032,5000,778,766,2530,2080
IMG_8378.JPG,4032,3024,50000,1584,1086,3000,2254
IMG_8589.JPG,4032,3024,50000,1772,226,2664,2482
IMG_8541.JPG,4032,3024,10000,1600,750,2316,1974
IMG_8541.JPG,4032,3024,10000,2212,626,2860,1858
IMG_8322.JPG,4032,3024,10000,1356,554,2980,2026
IMG_8749.JPG,3024,4032,10000,1021,1727,2168,3018
IMG_8619.JPG,3024,4032,1000,1416,1718,2330,3813
IMG_8337.JPG,4032,3024,50000,768,1146,3632,1710
IMG_8647.JPG,3024,4032,5000,383,2113,2159,3204
IMG_8431.JPG,4032,3024,50000,1852,1106,2860,2130
IMG_8366.JPG,4032,3024,50000,1668,882,2800,1994
IMG_8367.JPG,4032,3024,50000,1448,954,2684,2094
IMG_8201.JPG,4032,3024,1000,1636,862,2852,1694
IMG_8667.JPG,3024,4032,50000,1340,1966,2726,3875
IMG_8611.JPG,4032,3024,1000,524,1158,1588,1930
IMG_8611.JPG,4032,3024,10000,1172,1002,2308,1614
IMG_8611.JPG,4032,3024,5000,3140,1186,3972,1974
IMG_8611.JPG,4032,3024,1000,2696,546,3540,858
IMG_8611.JPG,4032,3024,10000,744,558,1348,1210
IMG_8611.JPG,4032,3024,5000,168,482,760,862
IMG_8611.JPG,4032,3024,1000,2084,570,2720,1026
IMG_8611.JPG,4032,3024,50000,1260,394,2056,834
IMG_8611.JPG,4032,3024,1000,2344,1074,3228,1674
IMG_8179.JPG,3024,4032,1000,1035,1156,2473,3032
IMG_8727.JPG,3024,4032,5000,559,1437,2397,3442
IMG_8381.JPG,4032,3024,50000,1568,1630,2780,2706
IMG_8499.JPG,3024,4032,1000,1497,1561,2283,3018
IMG_8285.JPG,4032,3024,10000,1436,698,3280,2074
IMG_8382.JPG,4032,3024,50000,1848,1038,3148,1826
IMG_8625.JPG,3024,4032,10000,859,1323,2030,3347
IMG_8594.JPG,4032,3024,50000,1940,474,2900,1634
IMG_8582.JPG,4032,3024,50000,1792,1018,2340,2074
IMG_8428.JPG,4032,3024,50000,1484,814,2704,1934
IMG_8492.JPG,4032,3024,1000,1204,958,2464,2530
IMG_8385.JPG,4032,3024,50000,1896,982,3396,1966
IMG_8587.JPG,4032,3024,50000,1828,886,2496,2582
IMG_8585.JPG,4032,3024,50000,1756,534,2444,2442
IMG_8272.JPG,4032,3024,10000,1272,986,3204,1846
IMG_8637.JPG,3024,4032,10000,1402,1532,1849,3542
IMG_8413.JPG,4032,3024,50000,1600,886,2784,1938
IMG_8629.JPG,3024,4032,10000,1268,1789,1935,3851
IMG_8191.JPG,4032,3024,1000,1476,1130,3004,1814
IMG_8283.JPG,4032,3024,10000,1729,937,3003,1829
IMG_8463.JPG,3024,4032,1000,573,2332,1764,3923
IMG_8463.JPG,3024,4032,1000,978,504,2259,1970
IMG_8463.JPG,3024,4032,1000,1673,1704,2740,3147
IMG_8497.JPG,3024,4032,1000,840,1537,2383,3308
IMG_8660.JPG,3024,4032,5000,273,1632,2030,3704
IMG_8462.JPG,3024,4032,1000,892,1827,2440,2670
IMG_8339.JPG,4032,3024,50000,1088,1130,3488,1998
IMG_8278.JPG,4032,3024,10000,1476,602,2628,1846
IMG_8357.JPG,4032,3024,50000,1612,766,2756,2538
IMG_8591.JPG,4032,3024,50000,1784,1026,2932,2010
IMG_8269.JPG,4032,3024,10000,1072,1198,3148,2042
IMG_8331.JPG,4032,3024,10000,1728,666,3000,2278
IMG_8624.JPG,3024,4032,10000,1249,1227,2035,3389
IMG_8244.JPG,4032,3024,5000,1044,1198,3212,2130
IMG_8656.JPG,3024,4032,5000,754,1389,2330,3537
IMG_8224.JPG,4032,3024,5000,1548,1022,2764,2198
IMG_8424.JPG,4032,3024,50000,1480,1034,2672,1726
IMG_8294.JPG,4032,3024,10000,1440,794,3096,1814
IMG_8420.JPG,4032,3024,50000,1512,1354,2996,1962
IMG_8646.JPG,3024,4032,5000,1606,1113,2635,3713
IMG_8752.JPG,3024,4032,10000,849,1047,2730,2761
IMG_8608.JPG,4032,3024,5000,360,1576,802,2136
IMG_8608.JPG,4032,3024,5000,749,1372,1258,1908
IMG_8608.JPG,4032,3024,1000,896,1086,1531,1395
IMG_8608.JPG,4032,3024,1000,1511,881,1896,1252
IMG_8608.JPG,4032,3024,1000,2080,1579,2793,2261
IMG_8608.JPG,4032,3024,1000,2813,1015,3484,1519
IMG_8608.JPG,4032,3024,10000,1602,1215,2264,1812
IMG_8608.JPG,4032,3024,10000,2420,1012,2796,1521
IMG_8608.JPG,4032,3024,50000,1911,1092,2560,1626
IMG_8608.JPG,4032,3024,5000,2184,850,2576,1272
IMG_8319.JPG,3024,4032,10000,873,1785,2468,2618
IMG_8186.JPG,3024,4032,1000,845,727,2540,3370
IMG_8526.JPG,3024,4032,5000,311,1966,2259,3332
IMG_8434.JPG,4032,3024,50000,1404,1146,2580,1806
IMG_8405.JPG,4032,3024,50000,1344,958,3260,2018
IMG_8740.JPG,3024,4032,5000,697,1747,1745,3647
IMG_8266.JPG,4032,3024,10000,1416,922,2524,1958
IMG_8550.JPG,3024,4032,10000,349,1213,2583,3204
IMG_8501.JPG,3024,4032,1000,1121,1932,2197,3080
IMG_8501.JPG,3024,4032,1000,1564,1680,2535,2818
IMG_8180.JPG,3024,4032,1000,678,980,2173,2661
IMG_8754.JPG,3024,4032,10000,1149,1413,1906,3718
IMG_8188.JPG,3024,4032,1000,1087,951,2316,3423
IMG_8306.JPG,4032,3024,10000,1444,642,2636,1718
IMG_8212.JPG,4032,3024,5000,1132,622,3468,1118
IMG_8363.JPG,4032,3024,50000,1492,914,2972,2214
IMG_8532.JPG,3024,4032,5000,1178,1694,2840,3256
IMG_8576.JPG,4032,3024,50000,1316,878,3076,2110
IMG_8260.JPG,4032,3024,10000,1468,554,2760,1610
IMG_8737.JPG,3024,4032,5000,54,1889,1649,3332
IMG_8479.JPG,4032,3024,1000,1148,654,2780,3022
IMG_8565.JPG,4032,3024,50000,764,22,3324,2630
IMG_8712.JPG,3024,4032,1000,740,1823,2330,3794
IMG_8535.JPG,4032,3024,10000,1440,986,3208,2194
IMG_8535.JPG,4032,3024,10000,2048,710,3076,2350
IMG_8758.JPG,3024,4032,10000,578,1437,2245,3251
IMG_8509.JPG,4032,3024,5000,1240,1410,2136,3018
IMG_8509.JPG,4032,3024,5000,1004,586,2192,1190
IMG_8509.JPG,4032,3024,5000,2292,498,3660,1050
IMG_8572.JPG,4032,3024,50000,1040,782,2636,2050
IMG_8683.JPG,3024,4032,50000,1111,1566,2740,3818
IMG_8494.JPG,3024,4032,1000,678,1851,2364,3185
IMG_8273.JPG,4032,3024,10000,1088,1174,3356,1954
IMG_8674.JPG,3024,4032,50000,659,1932,2406,2913
IMG_8411.JPG,4032,3024,50000,1172,702,3280,1862
